season,week,game_id,gameday,weekday,gametime,away_team,home_team,stadium_id,stadium,roof,surface,spread_line,total_line,temp,wind,venue_label,latitude,longitude,timezone,location_source
2026,17,2026_17_NO_ATL,2027-01-03,Sunday,13:00,NO,ATL,ATL97,Mercedes-Benz Stadium,unknown,fieldturf,,,,,Atlanta,33.75539625,-84.4008156749447,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_NYG_DAL,2027-01-03,Sunday,13:00,NYG,DAL,DAL00,AT&T Stadium,unknown,matrixturf,,,,,Arlington,32.74785025,-97.0928337073774,America/Chicago,nflverse_stadium_mapping
2026,17,2026_17_PIT_TEN,2027-01-03,Sunday,13:00,PIT,TEN,NAS00,Nissan Stadium,outdoors,grass,,,,,Nashville,36.16649655,-86.7712644420847,America/Chicago,nflverse_stadium_mapping
2026,17,2026_17_SEA_CAR,2027-01-03,Sunday,13:00,SEA,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_WAS_JAX,2027-01-03,Sunday,13:00,WAS,JAX,JAX00,EverBank Stadium,outdoors,grass,,,,,Jacksonville,30.32398105,-81.6373045703404,America/New_York,nflverse_stadium_mapping
2026,17,2026_17_LV_ARI,2027-01-03,Sunday,16:05,LV,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,17,2026_17_DET_CHI,2027-01-03,Sunday,16:25,DET,CHI,CHI98,Soldier Field,outdoors,grass,,,,,Chicago,41.86245145,-87.6167151470407,America/Chicago,nflverse_stadium_mapping
2026,17,2026_17_PHI_SF,2027-01-03,Sunday,20:20,PHI,SF,SFO01,Levi's Stadium,outdoors,grass,,,,,Santa Clara,37.40303995,-121.969681705055,America/Los_Angeles,nflverse_stadium_mapping
2026,17,2026_17_HOU_GB,2027-01-04,Monday,20:15,HOU,GB,GNB00,Lambeau Field,outdoors,grass,,,,,Green Bay,44.50095825,-88.0610340437601,America/Chicago,nflverse_stadium_mapping
2026,18,2026_18_ATL_CAR,2027-01-10,Sunday,13:00,ATL,CAR,CAR00,Bank of America Stadium,outdoors,grass,,,,,Charlotte,35.225737,-80.8536869740441,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_CHI_MIN,2027-01-10,Sunday,13:00,CHI,MIN,MIN01,U.S. Bank Stadium,dome,sportturf,,,,,Minneapolis,44.9749861,-93.2598737,America/Chicago,nflverse_stadium_mapping
2026,18,2026_18_CLE_CIN,2027-01-10,Sunday,13:00,CLE,CIN,CIN00,Paycor Stadium,outdoors,fieldturf,,,,,Cincinnati,39.0954645,-84.5160488350198,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_DAL_WAS,2027-01-10,Sunday,13:00,DAL,WAS,WAS00,Northwest Stadium,outdoors,grass,,,,,Landover,38.9077002,-76.8633260869022,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_DET_GB,2027-01-10,Sunday,13:00,DET,GB,GNB00,Lambeau Field,outdoors,grass,,,,,Green Bay,44.50095825,-88.0610340437601,America/Chicago,nflverse_stadium_mapping
2026,18,2026_18_JAX_IND,2027-01-10,Sunday,13:00,JAX,IND,IND00,Lucas Oil Stadium,unknown,fieldturf,,,,,Indianapolis,39.760085,-86.1637037946731,America/Indiana/Indianapolis,nflverse_stadium_mapping
2026,18,2026_18_LAC_DEN,2027-01-10,Sunday,13:00,LAC,DEN,DEN00,Empower Field at Mile High,outdoors,grass,,,,,Denver,39.743952,-105.019222812368,America/Denver,nflverse_stadium_mapping
2026,18,2026_18_LV_KC,2027-01-10,Sunday,13:00,LV,KC,KAN00,GEHA Field at Arrowhead Stadium,outdoors,grass,,,,,Kansas City,39.04894045,-94.4849938110271,America/Chicago,nflverse_stadium_mapping
2026,18,2026_18_MIA_NE,2027-01-10,Sunday,13:00,MIA,NE,BOS00,Gillette Stadium,outdoors,fieldturf,,,,,Foxborough,42.0912526,-71.2644646105907,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_NYJ_BUF,2027-01-10,Sunday,13:00,NYJ,BUF,BUF00,Highmark Stadium,outdoors,a_turf,,,,,Orchard Park,42.7737131,-78.7869032106025,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_PHI_NYG,2027-01-10,Sunday,13:00,PHI,NYG,NYC01,MetLife Stadium,outdoors,fieldturf,,,,,East Rutherford,40.81352375,-74.0734007489118,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_PIT_BAL,2027-01-10,Sunday,13:00,PIT,BAL,BAL00,M&T Bank Stadium,outdoors,grass,,,,,Baltimore,39.2779664,-76.6238093083547,America/New_York,nflverse_stadium_mapping
2026,18,2026_18_SEA_LA,2027-01-10,Sunday,13:00,SEA,LA,LAX01,SoFi Stadium,dome,matrixturf,,,,,Inglewood,33.95354625,-118.338793383194,America/Los_Angeles,nflverse_stadium_mapping
2026,18,2026_18_SF_ARI,2027-01-10,Sunday,13:00,SF,ARI,PHO00,State Farm Stadium,unknown,grass,,,,,Glendale,33.52770765,-112.262564902643,America/Phoenix,nflverse_stadium_mapping
2026,18,2026_18_TB_NO,2027-01-10,Sunday,13:00,TB,NO,NOR00,Caesars Superdome,dome,sportturf,,,,,New Orleans,29.9510489,-90.082307625389,America/Chicago,nflverse_stadium_mapping
2026,18,2026_18_TEN_HOU,2027-01-10,Sunday,13:00,TEN,HOU,HOU00,Reliant Stadium,unknown,astroturf,,,,,Houston,29.6848581,-95.4108014532699,America/Chicago,nflverse_stadium_mapping
